"","id","uniid"
"954","YLR163C","P10507"
"955","YDL072C","Q07451"
"956","YPL190C","P38996"
"957","YHR199C-A","Q3E7Y6"
"958","YER059W","P40038"
"959","YBR207W","P38310"
"960","YIL049W","P40526"
"961","YBR069C","P38085"
"962","YML073C","Q02326"
"963","YLR084C","Q12465"
"964","YGL215W","P35190"
"965","YPR066W","Q99344"
"966","YOR135C","Q08522"
"967","YNL202W","P32573"
"968","YOR161C-C","Q8TGS0"
"969","YPL143W","P05744"
"970","YLR099C","Q12385"
"971","YDR092W","P52490"
"972","YOR080W","Q08496"
"973","YNL277W-A","Q3E7Z0"
"974","YCL073C","P25596"
"975","YNL133C","P53913"
"976","YJL053W","P40335"
"977","YJL167W","P08524"
"978","YIL097W","P40492"
"979","YOR198C","P38934"
"980","YNR025C","P53726"
"981","YLR014C","P07272"
"982","YLL065W","Q99339"
"983","YNL101W","P50944"
"984","YGL241W","P53067"
"985","YML055W","Q04969"
"986","YHR143W-A","P40422"
"987","YLL050C","Q03048"
"988","YFL052W","P43551"
"989","YML035C","P15274"
"990","YGR133W","P29340"
"991","YDR357C","Q06333"
"992","YDR023W","P07284"
"993","YDR006C","P40317"
"994","YPL280W","Q08992"
"995","YNL256W","P53848"
"996","YML100W","P38427"
"997","YHR197W","P38883"
"998","YER098W","P39967"
"999","YDR401W","O13523"
"1000","YNL325C","P42837"
"1001","YDL244W","Q07748"
"1002","YGL204C","P53089"
"1003","YBR128C","P38270"
"1004","YGL168W","P45820"
"1005","YFR010W-A","P0C5N0"
"1006","YPL258C","Q08975"
"1007","YDR540C","Q03036"
"1008","YNL216W","P11938"
"1009","YIL036W","P40535"
"1010","YDL082W","Q12690"
"1011","YJL215C","P40895"
"1012","YOR282W","Q08741"
"1013","YPL096C-A","P62651"
"1014","YLR307W","Q06702"
"1015","YML119W","Q03208"
"1016","YPL273W","Q08985"
"1017","YCL066W","P0CY06"
"1018","YCL066W","P0CY07"
"1019","YPL201C","Q08956"
"1020","YLR046C","Q12253"
"1021","YDR316W-A","P0CX68"
"1022","YDR316W-A","P0CX67"
"1023","YDR316W-A","P0CX69"
"1024","YDR316W-A","P0CX66"
"1025","YDR316W-A","P0CX65"
"1026","YHR003C","P38756"
"1027","YFL019C","P43576"
"1028","YKR085C","P22354"
"1029","YPL025C","Q02659"
"1030","YPR041W","P38431"
"1031","YJL050W","P47047"
"1032","YHR171W","P38862"
"1033","YLR051C","Q12035"
"1034","YER116C","P40072"
"1035","YOR136W","P28241"
"1036","YOL086W-A","Q3E835"
"1037","YBL113C","Q7M4S9"
"1038","YOR202W","P06633"
"1039","YPR016W-A","P0C5R5"
"1040","YHR219C-A","P0CL34"
"1041","YHR219C-A","P0CL35"
"1042","YHR219C-A","P0CL36"
"1043","YLR364W","Q05926"
"1044","YNL054W","P53950"
"1045","YGR137W","P53282"
"1046","YBR153W","P33312"
"1047","YGR142W","P53286"
"1048","YOL023W","P25038"
"1049","YKL186C","P34232"
"1050","YOL165C","Q08361"
"1051","YDR221W","Q04924"
"1052","YGR264C","P00958"
"1053","YDR206W","Q03466"
"1054","YKL198C","P36002"
"1055","YLR112W","Q12130"
"1056","YBL037W","P38065"
"1057","YDR504C","Q04398"
"1058","YBL083C","P38178"
"1059","YJR152W","P15365"
"1060","YPR042C","Q12221"
"1061","YBR085W","P18238"
"1062","YDR215C","Q12240"
"1063","YKL076C","P36082"
"1064","YER068C-A","A0A023PXC7"
"1065","YKL106W","Q01802"
"1066","YBR281C","P38149"
"1067","YDL153C","Q12136"
"1068","YBL078C","P38182"
"1069","YDL150W","P25441"
"1070","YLL001W","P54861"
"1071","YOL136C","Q12471"
"1072","YER036C","P40024"
"1073","YGL052W","P53175"
"1074","YDR398W","Q04177"
"1075","YNL168C","P53889"
"1076","YGR038W","P53224"
"1077","YIL077C","P40508"
"1078","YDR053W","Q07790"
"1079","YKR031C","P36126"
"1080","YMR153W","Q03790"
"1081","YPL266W","P41819"
"1082","YPL279C","Q08991"
"1083","YPL264C","Q08980"
"1084","YHR132C","P38836"
"1085","YER115C","Q01684"
"1086","YLR336C","Q06132"
"1087","YDR101C","Q03862"
"1088","YDR441C","P36973"
"1089","YMR121C","P54780"
"1090","YHL014C","P38746"
"1091","YIL054W","P40524"
"1092","YMR312W","Q04868"
"1093","YMR164C","Q03825"
"1094","YOR382W","Q08906"
"1095","YLR141W","Q02983"
"1096","YOR214C","Q12282"
"1097","YJL030W","P40958"
"1098","YDR410C","P32584"
"1099","YDR498C","P28791"
"1100","YJR096W","P47137"
"1101","YOR335C","P40825"
"1102","YGL059W","P53170"
"1103","YNL017C","P53977"
"1104","YMR051C","P0CX68"
"1105","YMR051C","P0CX67"
"1106","YMR051C","P0CX69"
"1107","YMR051C","P0CX66"
"1108","YMR051C","P0CX65"
"1109","YNL087W","P48231"
"1110","YHR015W","P38760"
"1111","YJL177W","P46990"
"1112","YDR502C","P19358"
"1113","YGL037C","P53184"
"1114","YDR359C","Q06337"
"1115","YLR073C","Q08003"
"1116","YLR227W-B","P0C2I6"
"1117","YAR018C","P22209"
"1118","YJR076C","P32458"
"1119","YCR105W","P25377"
"1120","YJR057W","P00572"
"1121","YOR112W","Q12453"
"1122","YKL045W","P20457"
"1123","YBR121C-A","P0C5L4"
"1124","YBR258C","P38337"
"1125","YHR162W","P38857"
"1126","YPR074C","P23254"
"1127","YFR020W","P43600"
"1128","YLR262C-A","Q3E764"
"1129","YML013W","Q04228"
"1130","YGR014W","P32334"
"1131","YGR217W","P50077"
"1132","YPL003W","Q12059"
"1133","YLR017W","Q07938"
"1134","YML089C","Q04502"
"1135","YLR297W","Q05899"
"1136","YNL165W","P53891"
"1137","YDL169C","P32772"
"1138","YMR319C","P40988"
"1139","YMR119W-A","A0A023PZL2"
"1140","YEL014C","P39999"
"1141","YDL127W","P25693"
"1142","YDL136W","P0CX85"
"1143","YDL136W","P0CX84"
"1144","YOR152C","Q99325"
"1145","YDL216C","Q12468"
"1146","YBR068C","P38084"
"1147","YFR028C","Q00684"
"1148","YHR126C","P38832"
"1149","YHR008C","P00447"
"1150","YDR261C-C","O74302"
"1151","YOL001W","P20052"
"1152","YML111W","Q03758"
"1153","YMR016C","P53438"
"1154","YKL023W","P36103"
"1155","YBL017C","P32319"
"1156","YBR133C","P38274"
"1157","YGR229C","P32566"
"1158","YDR015C","Q12195"
"1159","YOR092W","Q99252"
"1160","YJL127C","P35208"
"1161","YNR010W","P33308"
"1162","YDR047W","P32347"
"1163","YJR119C","P47156"
"1164","YPL001W","Q12341"
"1165","YER078W-A","Q3E7A2"
"1166","YOR381W","Q08905"
"1167","YBR159W","P38286"
"1168","YDR249C","Q03787"
"1169","YGR158C","P48240"
"1170","YOR350C","P24720"
"1171","YOR210W","P22139"
"1172","YNL105W","P50943"
"1173","YKL174C","P36029"
"1174","YLR058C","P37291"
"1175","YLR403W","P32432"
"1176","YLR028C","P54113"
"1177","YLR286C","P29029"
"1178","YDL044C","P10849"
"1179","YBR274W","P38147"
"1180","YEL032C-A","Q8TGP4"
"1181","YER081W","P40054"
"1182","YMR179W","P35209"
"1183","YNL305C","P48558"
"1184","YDR148C","P19262"
"1185","YCR081C-A","Q8TGQ0"
"1186","YER067C-A","A0A023PYE4"
"1187","YJL059W","P47040"
"1188","YEL044W","P32617"
"1189","YIL130W","P40467"
"1190","YFR052C-A","A0A023PZH4"
"1191","YGL108C","P53139"
"1192","YBL066C","P34228"
"1193","YBL051C","P34217"
"1194","YGL023C","P53191"
"1195","YOR351C","P24719"
"1196","YFR035C","P43608"
"1197","YDR042C","Q03205"
"1198","YJR068W","P40348"
"1199","YDL168W","P32771"
"1200","YBR020W","P04385"
"1201","YDL049C","P50112"
"1202","YAL019W","P31380"
"1203","YDR484W","P39904"
"1204","YEL037C","P32628"
"1205","YDL114W","Q07530"
"1206","YCL027W","P11710"
"1207","YBR273C","P38349"
"1208","YHR139C-A","O13536"
"1209","YIL062C","P40518"
"1210","YML091C","Q02773"
"1211","YCL021W-A","Q96VH3"
"1212","YAL017W","P31374"
"1213","YOR372C","Q08887"
"1214","YGL098W","P53146"
"1215","YDL209C","Q12046"
"1216","YMR199W","P20437"
"1217","YNL329C","P33760"
"1218","YJL022W","P47066"
"1219","YCR093W","P25655"
"1220","YMR300C","P04046"
"1221","YLR159C-A","P0CY04"
"1222","YLR159C-A","P0CY03"
"1223","YLR159C-A","P0CY05"
"1224","YLR159C-A","P0CY02"
"1225","YCR039C","P0CY09"
"1226","YCR039C","P0CY08"
"1227","YBL053W","P38190"
"1228","YLR008C","Q07914"
"1229","YIL107C","P40433"
"1230","YIL057C","P40188"
"1231","YGL136C","P53123"
"1232","YHR024C","P11914"
"1233","YLR120C","P32329"
"1234","YGR211W","P53303"
"1235","YPR089W","O13585"
"1236","YML007W","P19880"
"1237","YEL030C-A","Q8TGR5"
"1238","YPL039W","Q03080"
"1239","YGL041C-B","Q3E750"
"1240","YHR120W","P25846"
"1241","YLR237W","Q05998"
"1242","YCL076W","P25602"
"1243","YBL007C","P32790"
"1244","YFL034C-A","P56628"
"1245","YMR194W","P05745"
"1246","YGR068C","P53244"
"1247","YNR064C","P53750"
"1248","YBR301W","P38155"
"1249","YPL075W","P07261"
"1250","YPL017C","Q02733"
"1251","YGR163W","P53290"
"1252","YML004C","P50107"
"1253","YNL097W-A","Q8TGL8"
"1254","YDR108W","P46944"
"1255","YMR202W","P32352"
"1256","YGR292W","P53341"
"1257","YOR140W","P20134"
"1258","YHR172W","P38863"
"1259","YBR266C","P38343"
"1260","YKL102C","P34249"
"1261","YDR034C-D","Q12472"
"1262","YEL029C","P39988"
"1263","YNL267W","P39104"
"1264","YDR058C","P54857"
"1265","YLR250W","P39931"
"1266","YHR053C","P0CX81"
"1267","YHR053C","P0CX80"
"1268","YGR245C","P53313"
"1269","YKR066C","P00431"
"1270","YNL040W","P53960"
"1271","YGL161C","P53108"
"1272","YIL003W","P40558"
"1273","YMR105W-A","Q8TGS8"
"1274","YPR144C","Q06512"
"1275","YHR214W-A","O13534"
"1276","YOR359W","Q08831"
"1277","YFL055W","P43548"
"1278","YGR070W","P53046"
"1279","YGR181W","P53299"
"1280","YIL086C","P40503"
"1281","YPL029W","P32580"
"1282","YGL102C","P53143"
"1283","YER007C-A","P89886"
"1284","YLR116W","Q12186"
"1285","YAL047W-A","A0A023PZE2"
"1286","YDR197W","P14905"
"1287","YJR144W","P32787"
"1288","YPL224C","Q08970"
"1289","YPL172C","P21592"
"1290","YMR083W","P07246"
"1291","YGR086C","P53252"
"1292","YMR156C","Q03796"
"1293","YHR205W","P11792"
"1294","YOL013W-A","P0C272"
"1295","YGR281W","P53049"
"1296","YCR048W","P25628"
"1297","YKL182W","P07149"
"1298","YDL065C","Q07418"
"1299","YPR201W","Q06598"
"1300","YLR154W-E","Q8TGM5"
"1301","YMR126C","Q04216"
"1302","YDR175C","Q03976"
"1303","YEL059W","P39982"
"1304","YDR428C","Q04066"
"1305","YJL195C","P39541"
"1306","YER032W","P40020"
"1307","YMR194C-A","P0C5Q6"
"1308","YOR182C","P0CX33"
"1309","YOR182C","P0CX34"
"1310","YGR194C","P42826"
"1311","YHR056W-A","A0A023PXL7"
"1312","YGR078C","P48363"
"1313","YHR163W","P38858"
"1314","YMR265C","Q03508"
"1315","YIL162W","P00724"
"1316","YOR222W","Q99297"
"1317","YBL103C","P38165"
"1318","YLR358C","O13565"
"1319","YIL052C","P40525"
"1320","YKL108W","P34252"
"1321","YML040W","P0CX74"
"1322","YML040W","P0CX76"
"1323","YML040W","P0CX75"
"1324","YMR059W","Q04675"
"1325","YDR302W","Q06636"
"1326","YOL017W","Q08119"
"1327","YLR382C","P11325"
"1328","YBR242W","P38331"
"1329","YBL021C","P13434"
"1330","YNL246W","P53853"
"1331","YER012W","P22141"
"1332","YOL030W","Q08193"
"1333","YLR301W","Q05905"
"1334","YDR082W","P38960"
"1335","YKL068W-A","Q3E826"
"1336","YDL221W","Q07649"
"1337","YPR139C","Q06508"
"1338","YGL141W","P53119"
"1339","YOR231C-A","Q8TGL2"
"1340","YOR343W-B","Q12501"
"1341","YDR458C","Q03281"
"1342","YPL202C","Q08957"
"1343","YJR072C","P47122"
"1344","YLR114C","Q12500"
"1345","YOL068C","P53685"
"1346","YPR071W","Q12346"
"1347","YDR267C","Q05583"
"1348","YJL019W","P47069"
"1349","YLR248W","P38623"
"1350","YIL020C","P40545"
"1351","YNL063W","P53944"
"1352","YOR073W-A","P0C5R3"
"1353","YOR391C","Q08914"
"1354","YFR044C","P43616"
"1355","YFL023W","P43573"
"1356","YIL129C","P40468"
"1357","YFL032W","P43566"
"1358","YBR150C","P38114"
"1359","YDR245W","P50108"
"1360","YGL176C","P46945"
"1361","YDR149C","A0A023PXH9"
"1362","YDR212W","P12612"
"1363","YMR185W","Q12751"
"1364","YOR103C","P46964"
"1365","YJL091C","P47026"
"1366","YDR065W","Q12167"
"1367","YKL126W","P12688"
"1368","YOR254C","P14906"
"1369","YHR174W","P00925"
"1370","YLR441C","P33442"
"1371","YDR182W-A","Q3E796"
"1372","YFR012W","P43595"
"1373","YBR204C","P38139"
"1374","YLR283W","Q05867"
"1375","YGL174W","P46947"
"1376","YGR145W","P48234"
"1377","YDR061W","Q12298"
"1378","YGR199W","P42934"
"1379","YBL005W","P33200"
"1380","YNL018C","P53976"
"1381","YIL108W","P40483"
"1382","YDR404C","P34087"
"1383","YML122C","Q03207"
"1384","YBR131W","P38273"
"1385","YOR058C","P50275"
"1386","YBL104C","P38164"
"1387","YBR095C","P38255"
"1388","YIL004C","P22804"
"1389","YBR084W","P09440"
"1390","YCR095W-A","Q3E787"
"1391","YMR173W","P18899"
"1392","YKL203C","P32600"
"1393","YKL221W","P36032"
"1394","YHR085W","P38803"
"1395","YOR301W","Q08760"
"1396","YDL210W","P32837"
"1397","YPL044C","O13520"
"1398","YDR168W","P06101"
"1399","YKR052C","P23500"
"1400","YNL308C","P42846"
"1401","YOL089C","Q12180"
"1402","YOR171C","Q12246"
"1403","YIL050W","P40186"
"1404","YLR043C","P22217"
"1405","YOR031W","P41902"
"1406","YBL099W","P07251"
"1407","YLR359W","Q05911"
"1408","YNL054W-A","Q12470"
"1409","YOR237W","P35843"
"1410","YPL217C","Q08965"
"1411","YKL111C","P36074"
"1412","YNR009W","P53718"
"1413","YGL194C","P53096"
"1414","YLR038C","Q01519"
"1415","YOR106W","Q12241"
"1416","YMR030W-A","Q3E760"
"1417","YJR056C","P47115"
"1418","YMR236W","Q05027"
"1419","YLR287C-A","P0CX33"
"1420","YLR287C-A","P0CX34"
"1421","YPR130C","O13568"
"1422","YER039C","P0CE11"
"1423","YDR044W","P11353"
"1424","YNL314W","P21705"
"1425","YLR118C","Q12354"
"1426","YAR073W","P39567"
"1427","YDR387C","Q04162"
"1428","YIL071C","P40512"
"1429","YOL130W","Q08269"
"1430","YDR169C","Q12427"
"1431","YER178W","P16387"
"1432","YBL094C","P38173"
"1433","YDR514C","Q04408"
"1434","YIR019C","P08640"
"1435","YEL045C","P32616"
"1436","YGL177W","P53105"
"1437","YDR333C","Q05468"
"1438","YMR210W","Q03649"
"1439","YDR124W","Q04608"
"1440","YKR061W","P33550"
"1441","YOR338W","Q99326"
"1442","YER088C","P40059"
"1443","YLR467W","P0CX22"
"1444","YLR467W","P0CX21"
"1445","YLR467W","P0CX20"
"1446","YML116W-A","Q6B108"
"1447","YDR360W","P87286"
"1448","YPL283W-A","P0CL28"
"1449","YPL283W-A","P0CL29"
"1450","YPL283W-A","P0CL27"
"1451","YPL283W-A","P0CL30"
"1452","YPL283W-A","P0CL31"
"1453","Q0130","P61829"
"1454","YDR115W","Q04598"
"1455","YOR334W","Q01926"
"1456","YGR256W","P53319"
"1457","YPR021C","Q12482"
"1458","YKR097W","P10963"
"1459","YHR218W-A","A0A023PXF5"
"1460","YHR218W-A","Q3E7Y4"
"1461","YMR107W","Q04438"
"1462","YDR451C","Q04116"
"1463","YCL063W","P25591"
"1464","YJL192C","P39543"
"1465","YBR039W","P38077"
"1466","YHR177W","P38867"
"1467","YER023C-A","Q8TGP2"
"1468","YGL214W","P53087"
"1469","YIR027C","P32375"
"1470","YAL042W","P39727"
"1471","YIL007C","P40555"
"1472","YPR036W","P41807"
"1473","YOR030W","Q99234"
"1474","YHR181W","P38869"
"1475","YPL267W","Q08981"
"1476","YOL051W","P19659"
"1477","YDR188W","P39079"
"1478","YMR243C","P20107"
"1479","YAL067W-A","Q8TGK6"
"1480","YNR034W-A","Q3E841"
"1481","YCR049C","P25629"
"1482","YHR180W","P38868"
"1483","YEL023C","P39992"
"1484","YNL057W","P53948"
"1485","YNL045W","Q10740"
"1486","YPL080C","Q02826"
"1487","YPR141C","P17119"
"1488","YJR061W","P40355"
"1489","YIL104C","P40486"
"1490","YLL035W","Q07845"
"1491","YHR214C-C","P0C2I4"
"1492","YNL282W","P53833"
"1493","YNL338W","P53820"
"1494","YLR424W","Q06411"
"1495","YBR243C","P07286"
"1496","YDR520C","Q04411"
"1497","YFL064C","P43540"
"1498","YGL137W","P41811"
"1499","YMR234W","Q04740"
"1500","YNL212W","P40157"
"1501","YJL026C-A","Q8TGJ8"
"1502","YMR112C","Q99278"
"1503","YGL212W","P32912"
"1504","YHR005C-A","P87108"
"1505","YHL009W-A","Q6Q5P6"
"1506","YJL156W-A","P0C5N9"
"1507","YJL134W","P47013"
"1508","YLR454W","Q06179"
"1509","YOR105W","Q08504"
"1510","YDR080W","P38959"
"1511","YKL064W","P35724"
"1512","YNR023W","P53628"
"1513","YBL096C","P38171"
"1514","YPL253C","Q12045"
"1515","YLR261C","O13549"
"1516","YBR096W","P38256"
"1517","YJR042W","P46673"
"1518","YGR150C","P48237"
"1519","YDR089W","P38966"
"1520","YGR074W","Q02260"
"1521","YLR390W-A","O13547"
"1522","YGL180W","P53104"
"1523","YHR043C","P38773"
"1524","YPR101W","Q06091"
"1525","YBR146W","P38120"
"1526","YDR017C","Q12494"
"1527","YDR085C","P33304"
"1528","YHR011W","P38705"
"1529","YKL053W","P35733"
"1530","YPL043W","P37838"
"1531","YPR146C","O13571"
"1532","YDL235C","Q07688"
"1533","YCL041C","P25571"
"1534","YLR278C","Q05854"
"1535","YGL158W","P38622"
"1536","YHR070C-A","A0A023PYH0"
"1537","YLR348C","Q06143"
"1538","YGR186W","P41895"
"1539","YAL028W","P39734"
"1540","YDL002C","Q03435"
"1541","YDR099W","P34730"
"1542","YJL213W","P40896"
"1543","YNL278W","P53836"
"1544","YNL173C","P53885"
"1545","YLR313C","Q06160"
"1546","YMR216C","Q03656"
"1547","YER039C-A","P0CD97"
"1548","YJL009W","P47078"
"1549","YLR196W","P21304"
"1550","YMR306W","Q04952"
"1551","YBR085C-A","O43137"
"1552","YDL059C","Q12223"
"1553","YOR329C","P34758"
"1554","YHL035C","P38735"
"1555","YHL004W","P32902"
"1556","YJR116W","P47153"
"1557","YBR073W","P38086"
"1558","YDR449C","Q02354"
"1559","YPR064W","Q12492"
"1560","YDL088C","Q05166"
"1561","YBR215W","Q01448"
"1562","YDR435C","Q04081"
"1563","YNL161W","P53894"
"1564","YLR331C","O13555"
"1565","YDL052C","P33333"
"1566","YFL058W","P43534"
"1567","YGR295C","P53344"
"1568","YFR031C","P38989"
"1569","YMR144W","P40214"
"1570","YBR084C-A","P0CX83"
"1571","YBR084C-A","P0CX82"
"1572","YDR161W","Q03771"
"1573","YER062C","P40106"
"1574","YCR068W","P25641"
"1575","YPR051W","Q03503"
"1576","YCR094W","P25656"
"1577","YLR253W","Q06567"
"1578","YOR285W","Q12305"
"1579","YJL001W","P38624"
"1580","YLL022C","Q12373"
"1581","YGL237C","P06774"
"1582","YHR067W","P38790"
"1583","YOR266W","P38969"
"1584","YBR044C","P38228"
"1585","YDR120C","P15565"
"1586","YLR071C","P19263"
"1587","YGR151C","P53287"
"1588","YJL012C","P47075"
"1589","YER126C","P40078"
"1590","YMR246W","P47912"
"1591","YLR201C","Q05779"
"1592","YPL031C","P17157"
"1593","YJL098W","P40856"
"1594","Q0142","Q9ZZW4"
"1595","YBR059C","P38080"
"1596","YDR445C","Q04100"
"1597","YFL015W-A","A0A023PXD9"
"1598","YGR020C","P39111"
"1599","YHR091C","P38714"
"1600","YIR039C","P40583"
"1601","YAR047C","P39557"
"1602","YML066C","Q04658"
"1603","YDR501W","Q04383"
"1604","YNL088W","P06786"
"1605","YKR043C","P36136"
"1606","YNL053W","P38590"
"1607","YDR137W","P16664"
"1608","YDR400W","Q04179"
"1609","YBR231C","P38326"
"1610","YDL120W","Q07540"
"1611","YER082C","P40055"
"1612","YHL043W","P38728"
"1613","YLR151C","Q12524"
"1614","YFR021W","P43601"
"1615","YML121W","Q00582"
"1616","YNL033W","P53964"
"1617","YLR310C","P04821"
"1618","YDR048C","A0A023PZE6"
"1619","YGR087C","P26263"
"1620","YGR244C","P53312"
"1621","YGL255W","P32804"
"1622","YNL036W","P53615"
"1623","YHR046C","P38710"
"1624","YKR071C","P36152"
"1625","YOR016C","Q12450"
"1626","YGR063C","P32914"
"1627","YML065W","P54784"
"1628","YPR005C","Q01766"
"1629","YAR003W","P39706"
"1630","YGR223C","P50079"
"1631","YHR021W-A","O13529"
"1632","YFL062W","P43542"
"1633","YDR537C","P87261"
"1634","YMR267W","P28239"
"1635","YPL093W","Q02892"
"1636","YJR034W","Q02772"
"1637","YNL077W","P53940"
"1638","YPL160W","P26637"
"1639","YGL185C","P53100"
"1640","YDR456W","Q04121"
"1641","YKL175W","P34240"
"1642","YGL190C","Q00362"
"1643","YMR262W","P38430"
"1644","YOR101W","P01119"
"1645","YGL005C","P53195"
"1646","YNL125C","P53918"
"1647","YBL019W","P38207"
"1648","YBR043C","P38227"
"1649","YDL231C","Q07660"
"1650","YML101C","Q04201"
"1651","YKL037W","P32858"
"1652","YOL094C","P40339"
"1653","YMR077C","Q04272"
"1654","YPR007C","Q12188"
"1655","YIL067C","P40514"
"1656","YMR108W","P07342"
"1657","YJL033W","P20448"
"1658","YKL179C","P34237"
"1659","YPL126W","Q02931"
"1660","YEL041W","P32622"
"1661","YGL208W","P34164"
"1662","YLL036C","P32523"
"1663","YNL113W","P28000"
"1664","YKR099W","P22035"
"1665","YGL025C","P40356"
"1666","YBR171W","P33754"
"1667","YDL005C","Q12124"
"1668","YNL031C","P61830"
"1669","YGR226C","P50083"
"1670","YOR146W","Q08533"
"1671","YDL056W","P39678"
"1672","YML120C","P32340"
"1673","YOR384W","Q08908"
"1674","YLL021W","P23201"
"1675","YGR048W","P53044"
"1676","YOL149W","Q12517"
"1677","YHR032W-A","P0C5N6"
"1678","YML129C","P39103"
"1679","YIL059C","P40520"
"1680","YBR220C","P38318"
"1681","YLR317W","O13553"
"1682","YPL058C","Q02785"
"1683","YOL154W","Q12512"
"1684","YBR227C","P38323"
"1685","YER165W","P04147"
"1686","YNR056C","P53744"
"1687","YNL327W","P42835"
"1688","YOR130C","Q12375"
"1689","YJL181W","P46987"
"1690","YDL039C","Q12459"
"1691","YER016W","P40013"
"1692","YPL099C","Q02888"
"1693","YNL242W","P53855"
"1694","YDR365W-B","P0C2I3"
"1695","YLR099W-A","Q3E798"
"1696","YMR058W","P38993"
"1697","YNL297C","P48563"
"1698","YAL018C","P31379"
"1699","YOL078W","Q08236"
"1700","YEL002C","P33767"
"1701","YJL156C","P47002"
"1702","YCL032W","P25344"
"1703","YMR166C","Q03829"
"1704","YNL146C-A","Q3E7Z1"
"1705","YDR034C-A","P0C289"
"1706","YPL050C","P39107"
"1707","YDR510W","Q12306"
"1708","YER158W-A","Q8TGR3"
"1709","YLR327C","Q06177"
"1710","YPL277C","Q08989"
"1711","YOR139C","Q08532"
"1712","YBR116C","P38268"
"1713","YLR142W","P09368"
"1714","YPL257W","Q08974"
"1715","YLR104W","Q08045"
"1716","YNL222W","P53538"
"1717","YKR051W","P36142"
"1718","YLR291C","P32502"
"1719","YBR293W","P38358"
"1720","YLR412W","Q06688"
"1721","YFR040W","P43612"
"1722","YNR067C","P53753"
"1723","YNL074C","P32047"
"1724","YBR021W","P05316"
"1725","YML021C","P12887"
"1726","YER038C","P40026"
"1727","YNL044W","P53633"
"1728","YHR007C-A","Q07074"
"1729","YER060W-A","Q12119"
"1730","YDR203W","A0A023PXI4"
"1731","YER173W","P32641"
"1732","YOR190W","P32603"
"1733","YML048W","Q04697"
"1734","YBR130C","P38272"
"1735","YPR072W","Q12514"
"1736","YHR048W","P38776"
"1737","YHL006C","P38751"
"1738","YHL034C","P10080"
"1739","YDR418W","P0CX53"
"1740","YDR418W","P0CX54"
"1741","YGR270C-A","Q8TGN7"
"1742","YLR183C","Q06266"
"1743","YIR024C","P40576"
"1744","YCR038C","P25300"
"1745","YOL155C","Q05164"
"1746","YIL009C-A","Q03096"
"1747","YJR040W","P37020"
"1748","YJL037W","P47056"
"1749","YOR059C","Q08448"
"1750","YMR325W","P0CE85"
"1751","YGL149W","P53116"
"1752","YGR271W","P53327"
"1753","YGR173W","P53295"
"1754","YNR002C","P32907"
"1755","YMR172C-A","A0A023PXH6"
"1756","YIL158W","P40451"
"1757","YBR086C","P38250"
"1758","YLR361C-A","Q3E795"
"1759","YOR027W","P15705"
"1760","YER048W-A","Q6Q560"
"1761","YML090W","Q04501"
"1762","YDR210W-B","Q03494"
"1763","YHR164C","P38859"
"1764","YGR278W","P53333"
"1765","Q0085","P00854"
"1766","YPR150W","O13572"
"1767","YKL204W","P36041"
"1768","YDR462W","P36527"
"1769","YMR273C","P50111"
"1770","YJL162C","P46997"
"1771","YMR175W-A","Q3E766"
"1772","YLL054C","Q12244"
"1773","YDL055C","P41940"
"1774","YPR080W","P02994"
"1775","YFL017W-A","P40204"
"1776","YOL019W","Q08157"
"1777","YGL127C","P38633"
"1778","YLR266C","Q06149"
"1779","YGR268C","P40325"
"1780","YHL033C","P17076"
"1781","YKR076W","P36156"
"1782","YJR130C","P47164"
"1783","YEL007W","P40002"
"1784","YMR285C","Q03264"
"1785","YBR104W","P38087"
"1786","YPL263C","Q08979"
"1787","YER096W","P39000"
"1788","YOR325W","Q12261"
"1789","YIL128W","P40469"
"1790","YDR311W","P32776"
"1791","YKL088W","P36076"
"1792","YJL046W","P47051"
"1793","YLR228C","Q05958"
"1794","YKL056C","P35691"
"1795","YPL037C","Q02642"
"1796","YDR459C","Q03289"
"1797","YOR357C","Q08826"
"1798","YNR004W","P40342"
"1799","YNL192W","P08004"
"1800","YGL068W","P53163"
"1801","YNL339W-B","P0CL34"
"1802","YNL339W-B","P0CL35"
"1803","YNL339W-B","P0CL36"
"1804","YKL096C-B","Q8TGT2"
"1805","YDL157C","Q12082"
"1806","YOR007C","Q12118"
"1807","YJL029C","P47061"
"1808","YBR105C","P38263"
"1809","YDL013W","P32828"
"1810","YJR052W","P06779"
"1811","YGL200C","P32803"
"1812","YNL194C","P40169"
"1813","YDR260C","Q12379"
"1814","YPL012W","Q12754"
"1815","YBL047C","P34216"
"1816","YKR001C","P21576"
"1817","YNR072W","P53631"
"1818","YLR157W-E","P0CF00"
"1819","YBR154C","P20434"
"1820","YPL156C","Q12498"
"1821","YKL048C","P32801"
"1822","YJL020C","P47068"
"1823","YPL105C","Q02875"
"1824","YLR251W","Q06563"
"1825","YHR049C-A","O13533"
"1826","YGR113W","P53267"
"1827","YEL018C-A","A0A023PYD9"
"1828","YHL006W-A","A0A023PXE5"
"1829","YGL008C","P05030"
"1830","YBR253W","P32570"
"1831","YLR212C","P53378"
"1832","YCR020C","P25362"
"1833","YDR340W","Q05503"
"1834","YJR141W","P47172"
"1835","YHR060W","P38784"
"1836","YDR361C","Q06338"
"1837","YPL009C","Q12532"
"1838","YNL027W","P53968"
"1839","YNL065W","P53943"
"1840","YNL211C","P53869"
"1841","YHL038C","P03874"
